dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,-83.995135,-62.92931,-120.015688,-29.680876,13.012774,-10.011974,-0.736787
0.010000,-84.21475,-63.127049,-120.311206,-29.551875,12.900103,-11.267053,-0.729252
0.010000,-84.434902,-63.32227,-120.605448,-29.42413,12.774533,-12.556979,-0.721625
0.010000,-84.655593,-63.514965,-120.898425,-29.297773,12.635731,-13.880281,-0.713907
0.010000,-84.876827,-63.705127,-121.190155,-29.172939,12.48339,-15.234085,-0.706099
0.010000,-85.098607,-63.89275,-121.480652,-29.049766,12.31723,-16.615965,-0.698202
0.010000,-85.320937,-64.07783,-121.769936,-28.928396,12.137002,-18.022773,-0.690217
0.010000,-85.543822,-64.260362,-122.058026,-28.808971,11.94249,-19.451236,-0.682147
0.010000,-85.767266,-64.440344,-122.344942,-28.691636,11.733516,-20.897428,-0.673991
0.010000,-85.991276,-64.617774,-122.630708,-28.576537,11.509934,-22.358196,-0.665753
0.010000,-86.215858,-64.792651,-122.915346,-28.46382,11.271646,-23.828765,-0.657433
0.010000,-86.441019,-64.964974,-123.198882,-28.353634,11.018594,-25.305193,-0.649034
0.010000,-86.666767,-65.134745,-123.481344,-28.246127,10.750771,-26.782339,-0.640558
0.010000,-86.89311,-65.301966,-123.762758,-28.141445,10.468212,-28.255895,-0.632006
0.010000,-87.120058,-65.46664,-124.043155,-28.039735,10.171006,-29.720596,-0.62338
0.010000,-87.347621,-65.628769,-124.322567,-27.941142,9.859297,-31.170932,-0.614684
0.010000,-87.575809,-65.78836,-124.601025,-27.845809,9.533278,-32.601895,-0.605918
0.010000,-87.804635,-65.945416,-124.878564,-27.753877,9.193207,-34.007039,-0.597087
0.010000,-88.03411,-66.099943,-125.155218,-27.665483,8.839372,-35.383539,-0.588191
0.010000,-88.264249,-66.25195,-125.431026,-27.580761,8.472167,-36.720518,-0.579235
0.010000,-88.495065,-66.401442,-125.706025,-27.499842,8.091979,-38.01872,-0.57022
0.010000,-88.726574,-66.548429,-125.980253,-27.422848,7.699316,-39.266324,-0.56115
